City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,masuguru,-11.3667,38.4167,31.54,59,88,2.11,TZ,1704798270
363,tolanaro,-25.0319,46.9987,27.72,71,66,7.19,MG,1704798251
364,bubaque,11.2833,-15.8333,25.65,42,89,6.32,GW,1704798270
365,roswell,34.0232,-84.3616,8.51,96,100,5.66,US,1704798268
366,chiroqchi,39.0336,66.5722,16.89,23,97,0.62,UZ,1704798271
367,mweka,-4.85,21.5667,25.6,72,99,0.29,CD,1704798271
368,udachny,66.4167,112.4,-39.06,100,74,1.46,RU,1704798187
369,shingu,33.7333,135.9833,5.57,73,17,2.64,JP,1704798084
370,callao,-12.0667,-77.15,23.18,83,0,5.14,PE,1704798272
371,sao joao da barra,-21.6403,-41.0511,28.05,84,100,3.87,BR,1704798272
372,matoury,4.8483,-52.3317,26.98,89,40,1.03,GF,1704798273
373,rubtsovsk,51.5,81.25,-16.17,88,22,3.76,RU,1704798119
374,uyar,55.81,94.3153,-7.75,67,8,8.64,RU,1704798273
375,beira,-19.8436,34.8389,32.05,66,40,5.66,MZ,1704798274
376,pangody,65.85,74.4859,-22.39,96,100,6.46,RU,1704798274
377,chikwawa,-16.0335,34.8009,31.01,70,83,2.08,MW,1704798275
378,walvis bay,-22.9575,14.5053,20.86,65,53,5.43,NA,1704798275
379,prince george,53.9166,-122.753,-4.3,95,100,4.12,CA,1704798276
380,tateyama,34.9833,139.8667,12.66,50,0,11.52,JP,1704798041
381,tanumah,27.1,44.1333,21.38,28,40,3.42,SA,1704798276
382,childress,34.4264,-100.204,-0.6,59,0,9.77,US,1704798276
383,uppsala,60.0,17.75,-0.31,93,0,2.06,SE,1704798277
384,guajara mirim,-10.7828,-65.3394,25.44,81,82,1.16,BR,1704798277
385,mpika,-11.8343,31.4529,20.81,85,100,1.24,ZM,1704798278
386,dudinka,69.4058,86.1778,-16.32,80,100,3.58,RU,1704798180
387,lisala,2.15,21.5167,37.13,19,100,0.76,CD,1704798279
388,ishigaki,24.3448,124.1572,22.22,73,100,8.06,JP,1704798213
389,yeppoon,-23.1333,150.7333,26.88,80,99,4.36,AU,1704798064
390,harstad,68.799,16.5293,2.91,98,100,11.18,NO,1704798280
391,maridi,4.9158,29.4742,34.61,18,74,2.2,SS,1704798280
392,medina,24.4686,39.6142,26.7,15,15,4.86,SA,1704798017
393,edd,13.9297,41.6925,30.21,48,4,7.93,ER,1704798281
394,carnarvon,-24.8667,113.6333,24.28,70,0,10.09,AU,1704798281
395,minot air force base,48.4209,-101.3391,-20.9,77,0,2.57,US,1704798281
396,saldanha,-33.0117,17.9442,19.6,76,93,7.7,ZA,1704798176
397,zapala,-38.8992,-70.0544,12.74,42,0,2.3,AR,1704798166
398,lepsy,46.235,78.9456,3.91,72,97,2.05,KZ,1704798282
399,sokoni,-6.4333,39.55,28.41,74,45,6.45,TZ,1704798090
400,paidha,2.4167,30.9855,27.34,32,57,3.4,UG,1704798283
401,deggendorf,48.8333,12.9667,1.07,39,5,2.6,DE,1704798283
402,shizunai-furukawacho,42.3339,142.3669,-0.56,77,95,6.39,JP,1704798283
403,aldan,58.6031,125.3894,-31.81,94,31,3.28,RU,1704798152
404,plettenberg bay,-34.0527,23.3716,22.48,69,3,4.14,ZA,1704798284
405,kuusamo,65.9667,29.1833,-8.98,92,100,2.57,FI,1704798285
406,semera,11.501,41.201,28.27,33,10,6.47,ET,1704798285
407,cole harbour,44.6724,-63.4751,-6.68,84,9,1.34,CA,1704798285
408,neftcala,39.3742,49.2472,16.19,39,3,2.82,AZ,1704798286
409,general acha,-37.377,-64.6043,23.07,33,0,3.32,AR,1704798286
410,simanggang,1.2472,111.4528,24.81,97,81,1.03,MY,1704798286
411,yauya,-8.9833,-77.3,9.92,82,98,1.16,PE,1704798286
412,rongelap,11.1635,166.8941,26.87,76,61,9.39,MH,1704798287
413,mutare,-18.9707,32.6709,27.63,50,98,2.96,ZW,1704798287
414,kyzyl,51.7,94.45,-16.1,95,84,0.45,RU,1704798048
415,salto del guaira,-24.0625,-54.3069,27.73,61,10,0.87,PY,1704798287
416,albertina,-22.2008,-46.6158,23.6,62,44,2.1,BR,1704798288
417,aroma,15.8167,36.1333,32.22,23,1,1.34,SD,1704798288
418,alappuzha,9.49,76.3264,25.81,88,100,2.57,IN,1704798278
419,hithadhoo,-0.6,73.0833,28.16,75,24,1.94,MV,1704798288
420,boguchany,58.3814,97.4531,-9.52,89,94,4.92,RU,1704798288
421,la mira,18.035,-102.3266,22.45,81,100,1.65,MX,1704798289
422,caleta de carquin,-11.0925,-77.6267,21.65,90,99,3.48,PE,1704798290
423,sant carles de la rapita,40.6167,0.6,12.98,48,60,1.02,ES,1704798290
424,port-gentil,-0.7193,8.7815,27.74,78,97,3.94,GA,1704798291
425,lockwood,45.8191,-108.4149,-5.41,63,0,5.66,US,1704798292
426,choibalsan,48.0667,114.5,-11.43,71,32,7.59,MN,1704798031
427,yeniseysk,58.4497,92.1703,-13.92,89,100,4.92,RU,1704798293
428,'ali sabieh,11.1558,42.7125,25.07,41,54,8.98,DJ,1704798293
429,pasni,25.2631,63.471,21.84,34,0,1.4,PK,1704798293
430,massakory,12.996,15.7293,30.32,8,85,3.25,TD,1704798294
431,horta,38.5333,-28.6333,17.8,88,75,12.52,PT,1704798001
432,kolonia town,6.964,158.206,28.0,78,75,4.12,FM,1704798294
433,gedo,9.0167,37.45,20.57,37,66,2.27,ET,1704798296
434,hauterive,46.0901,3.4459,-1.12,66,11,0.5,FR,1704798296
435,shimoda,34.6667,138.95,7.28,54,0,11.73,JP,1704798297
436,qamdo,31.1667,97.2333,-4.87,15,0,1.57,CN,1704798133
437,masterton,-40.9597,175.6575,15.49,94,81,0.83,NZ,1704798050
438,whakatane,-37.9585,176.9854,18.27,92,4,1.11,NZ,1704798298
439,kununurra,-15.7667,128.7333,27.99,74,94,3.6,AU,1704798298
440,cholpon-ata,42.6494,77.0823,1.32,72,88,0.82,KG,1704798299
441,el bauga,18.262,33.9081,30.92,28,37,2.69,SD,1704798299
442,bechar,31.6167,-2.2167,15.25,23,100,3.05,DZ,1704798301
443,berdigestyakh,62.0989,126.6992,-42.05,100,100,0.77,RU,1704798301
444,sawakin,19.1059,37.3321,27.9,65,79,5.77,SD,1704798302
445,guaranesia,-21.2992,-46.8025,24.48,71,99,2.95,BR,1704798303
446,turbat,26.0023,63.044,25.5,9,0,1.3,PK,1704798303
447,kovdor,67.5662,30.4758,-13.33,98,97,1.01,RU,1704798304
448,rouissat,31.9243,5.3502,15.03,24,84,1.67,DZ,1704798304
449,peace river,56.2501,-117.286,-17.1,91,100,4.72,CA,1704798305
450,rio grande,-32.035,-52.0986,23.06,75,1,0.28,BR,1704798261
451,kudymkar,59.0173,54.656,-15.99,94,100,2.74,RU,1704798306
452,codrington,-38.2667,141.9667,15.62,96,72,2.68,AU,1704798307
453,port macquarie,-31.4333,152.9167,23.27,94,100,1.28,AU,1704798094
454,kattivakkam,13.2167,80.3167,28.05,73,67,6.23,IN,1704798308
455,abepura,-2.6333,140.5833,26.45,89,20,1.03,ID,1704798308
456,tarauaca,-8.1614,-70.7656,22.92,99,100,0.72,BR,1704798276
457,deqen,29.9618,90.7188,1.35,16,0,2.46,CN,1704798310
458,flushing,51.4425,3.5736,-1.68,72,0,8.23,NL,1704798310
459,flin flon,54.7682,-101.865,-18.91,98,99,1.44,CA,1704798311
460,miri,4.4148,114.0089,27.03,85,88,3.18,MY,1704798027
461,dumka,24.2667,87.25,23.84,31,0,4.62,IN,1704798312
462,buon ma thuot,12.6667,108.05,24.19,70,58,3.25,VN,1704798311
463,dom pedrito,-30.9828,-54.6731,22.91,91,41,2.94,BR,1704798311
464,nueva palestina,15.8,-92.75,16.21,89,52,2.01,MX,1704798314
465,kearney,40.6995,-99.0815,-5.69,91,100,12.35,US,1704798281
466,al ghayzah,16.2079,52.176,26.41,38,21,3.14,YE,1704798315
467,pariaman,-0.619,100.12,26.03,88,95,1.74,ID,1704798315
468,sawang daen din,17.4753,103.4575,29.49,100,5,1.18,TH,1704798158
469,meadow lakes,61.6247,-149.6011,-5.08,83,0,0.0,US,1704798316
470,gorele,41.0308,39.0031,12.05,88,100,4.25,TR,1704798317
471,nova vicosa,-17.8919,-39.3719,26.9,78,95,3.55,BR,1704798317
472,fort morgan,40.2503,-103.8,-10.64,67,0,3.6,US,1704798317
473,sarh,9.1429,18.3923,35.72,8,0,1.97,TD,1704798263
474,luwuk,-0.9516,122.7875,26.73,87,94,0.97,ID,1704798288
475,guangming,45.3333,122.7833,-14.89,84,3,3.46,CN,1704798176
476,auriflama,-20.6856,-50.5547,27.42,61,6,3.56,BR,1704798318
477,shush,32.1942,48.2436,20.22,20,97,2.37,IR,1704798225
478,zhongshu,24.5167,103.7667,11.69,49,4,1.68,CN,1704798199
479,marquelia,16.5833,-98.8167,22.36,77,28,1.32,MX,1704798319
480,yuzhno-kurilsk,44.0306,145.8556,-0.9,77,99,2.28,RU,1704798319
481,hilo,19.7297,-155.09,23.85,82,0,8.23,US,1704798180
482,mesudiye,40.4625,37.7725,5.14,96,100,1.79,TR,1704798320
483,richards bay,-28.783,32.0377,27.54,68,96,4.3,ZA,1704798159
484,alliance,40.9153,-81.1059,1.12,96,100,6.91,US,1704798299
485,yazman,29.1212,71.7446,21.09,22,0,3.63,PK,1704798321
486,cannonvale,-20.2833,148.7,26.66,82,100,3.31,AU,1704798321
487,puerto lempira,15.2667,-83.7667,22.98,96,38,2.12,HN,1704798321
488,naryn,41.4287,75.9911,-7.19,79,83,1.49,KG,1704798322
489,kulhudhuffushi,6.6221,73.07,27.72,80,86,5.53,MV,1704798322
490,mossel bay,-34.1831,22.146,20.85,78,7,5.19,ZA,1704798194
491,virginia,37.5481,-77.4467,5.1,87,100,7.2,US,1704798322
492,noumea,-22.2763,166.4572,24.99,77,100,1.75,NC,1704798323
493,khuldabad,20.05,75.1833,21.51,36,42,4.75,IN,1704798241
494,jala,21.0833,-104.4333,12.31,91,69,1.26,MX,1704798323
495,viedma,-40.8135,-62.9967,21.06,45,0,5.53,AR,1704798323
496,dazhong,33.1997,120.4578,7.46,73,55,4.64,CN,1704798324
497,sorochinsk,52.4338,53.1583,-14.08,86,100,1.78,RU,1704798324
498,kamina,-8.7386,24.9906,24.19,73,70,2.81,CD,1704798325
499,aripuana,-9.1667,-60.6333,23.92,98,100,0.79,BR,1704798269
500,salalah,17.0151,54.0924,25.98,50,52,3.68,OM,1704798124
501,yuyao,30.05,121.1494,10.53,77,3,2.12,CN,1704798326
502,marica,-22.9194,-42.8186,29.97,86,100,1.22,BR,1704798185
503,masaka,-0.3338,31.7341,30.11,31,86,2.43,UG,1704798327
504,prado,-17.3411,-39.2208,26.4,81,100,2.89,BR,1704798299
505,usogorsk,63.4106,48.6872,-27.41,100,17,1.3,RU,1704798328
506,suva,-18.1416,178.4415,26.71,94,75,0.0,FJ,1704798262
507,matane,48.8286,-67.522,-11.36,74,69,7.46,CA,1704798328
508,pishin,30.5803,66.9961,10.3,31,0,1.35,PK,1704798328
509,auki,-8.7676,160.7034,26.29,87,97,0.93,SB,1704798328
510,khor,47.8861,134.9464,-23.98,93,59,3.86,RU,1704798155
511,villa nueva,14.5269,-90.5875,16.37,94,0,2.06,GT,1704798153
512,lodja,-3.4833,23.4333,27.27,76,91,0.81,CD,1704798329
513,kapuskasing,49.4169,-82.4331,-12.29,85,100,3.33,CA,1704798329
514,koksan,38.7819,126.6664,-3.76,96,96,1.31,KP,1704798329
515,los lunas,34.8062,-106.7334,-3.74,42,0,3.72,US,1704798330
516,lazaro cardenas,17.9583,-102.2,22.86,84,100,1.8,MX,1704798330
517,malakal,9.5334,31.6605,36.55,14,51,3.04,SS,1704798331
518,drouin,-38.1333,145.85,19.4,96,3,0.93,AU,1704798021
519,puerto maldonado,-12.6,-69.1833,26.22,89,0,0.0,PE,1704798331
520,manga,11.6636,-1.0731,33.81,7,0,4.68,BF,1704798155
521,vicuna,-30.0319,-70.7081,23.24,41,0,0.38,CL,1704798331
522,pacific grove,36.6177,-121.9166,10.1,81,100,2.57,US,1704798306
523,taunton,51.0211,-3.1047,3.31,81,98,4.02,GB,1704798332
524,okhotsk,59.3833,143.3,-29.18,81,97,4.01,RU,1704798332
525,chul'man,56.8479,124.9104,-38.96,100,96,0.95,RU,1704798333
526,arkhangel'sk,64.5401,40.5433,-16.94,85,75,1.0,RU,1704798333
527,neiafu,-18.65,-173.9833,27.09,83,76,3.77,TO,1704798334
528,pangkalanbuun,-2.6833,111.6167,25.87,91,92,1.03,ID,1704798334
529,constitucion,-35.3333,-72.4167,13.42,57,91,2.59,CL,1704798312
530,bonthe,7.5264,-12.505,29.67,64,99,2.05,SL,1704798335
531,tommot,58.9564,126.2925,-37.22,98,65,1.2,RU,1704798336
532,port isabel,26.0734,-97.2086,14.02,38,0,8.23,US,1704798336
533,mermoz boabab,14.7065,-17.4758,29.31,69,93,6.19,SN,1704798336
534,tvoroyri,61.5556,-6.8111,7.87,65,100,4.74,FO,1704798337
535,yaren,-0.5472,166.916,28.4,76,100,3.26,NR,1704798251
536,ibarreta,-25.2144,-59.8585,31.55,48,15,4.12,AR,1704798337
537,galesong,-5.3166,119.3661,28.01,77,100,3.08,ID,1704798338
538,benghazi,32.1167,20.0667,17.04,55,59,11.45,LY,1704798215
539,inari,68.906,27.0288,-9.89,98,96,1.3,FI,1704798339
540,porto novo,6.4965,2.6036,32.67,50,0,3.41,BJ,1704798339
541,quatro barras,-25.3656,-49.0769,24.97,55,16,1.3,BR,1704798339
542,midland,31.9974,-102.0779,-0.53,66,0,5.14,US,1704798204
543,autazes,-3.5797,-59.1306,24.27,96,100,1.2,BR,1704798340
544,eral,8.6333,78.0167,27.1,83,75,6.69,IN,1704798340
545,alofi,-19.0595,-169.9187,27.1,81,83,2.68,NU,1704798117
546,kowon-up,39.4381,127.2431,-2.57,84,68,2.01,KP,1704798341
547,betong,5.7743,101.0723,24.15,97,82,0.96,TH,1704798255
548,arish,31.1316,33.7984,18.39,35,0,6.19,EG,1704798342
549,lahij,13.1667,44.5833,26.99,29,1,5.62,YE,1704798342
550,majene,-3.5403,118.9707,26.86,83,99,2.46,ID,1704798067
551,ostersund,63.1792,14.6357,3.67,87,100,12.35,SE,1704798343
552,plastun,44.7561,136.2939,-12.98,56,0,3.74,RU,1704798344
553,adrar,20.5022,-10.0711,23.66,17,100,5.29,MR,1704798345
554,cedeira,43.6797,-8.0209,7.21,75,100,2.75,ES,1704798345
555,touros,-5.1989,-35.4608,29.03,66,89,4.58,BR,1704798346
556,kouango,4.9934,19.9619,37.6,10,61,2.04,CF,1704798257
557,timimoun,29.2639,0.231,18.01,17,83,0.52,DZ,1704798180
558,callaway,30.153,-85.5699,20.58,94,100,14.92,US,1704798347
559,paungde,18.4833,95.5,26.53,36,4,2.19,MM,1704798347
560,coxim,-18.5067,-54.76,27.33,73,13,2.05,BR,1704798347
561,leninskoye,41.7589,69.3864,11.92,45,100,2.05,KZ,1704798348
